id,createdAt,questionnaire_age,questionnaire_gender,questionnaire_timestamp,questionnaire_tax_attitude,questionnaire_diet_frequency,questionnaire_discussion_frequency,experiment_timestamp,experiment_comment_text,experiment_experimentVersion,feedback_timestamp,feedback_technical_issues,feedback_interesting_observations
P_2025_05_04_H8WD5B,2025-05-04 15:03:28.49,49,male,2025-05-04T15:03:27.442Z,2,2,1,2025-05-04T15:06:57.157Z,Det är inte en rättighet att äta kött. Bra förslag.,experiment3.html,2025-05-04T15:07:07.864Z,,
P_2025_05_04_HZBKCC,2025-05-04 15:51:29.162,33,female,2025-05-04T15:51:28.048Z,4,0,0,2025-05-04T15:58:57.249Z,"Jag tycker att vi som lever idag har ett ansvar att lämna efter oss jorden i ett sådant tillstånd som gör att kommande generationer inte ska behöva straffas för våra val. Hur vi hanterar jordens resurser idag är ohållbart i längden. Vi måste göra förändringar i vår vardag, även om det kanske inte är det roligaste vi vet. Men det går inte att tänka själviskt längre. Gör det enklare att göra rätt - köttskatt är ett sådant tillvägagångssätt.",experiment1.html,,,
P_2025_05_04_KCD207,2025-05-04 18:03:54.354,38,female,2025-05-04T18:03:53.276Z,4,2,0,2025-05-04T18:09:58.116Z,"Jag väljer gärna veganskt, av så många olika anledningar. Köttskatt låter som en god idé. Det kanske kan hjälpa andra att välja bort kött ibland. ",experiment3.html,,,
P_2025_05_04_3ZFU2A,2025-05-04 15:57:23.663,45,female,2025-05-04T16:01:40.164Z,0,2,0,2025-05-04T16:06:28.137Z,"Beskattning är ett effektivt verktyg för att minska konsumtionen, men det är i såfall utifrån ett djuretiskt och ett miljöperspektiv . Ur ett hälsoperspektiv är det  etydligt mera effektivt att införa höga skatter på  socker",experiment3.html,2025-05-04T16:06:39.393Z,Nej,Nej
P_2025_05_04_EXSCFE,2025-05-04 17:38:05.275,29,female,2025-05-04T17:42:54.956Z,2,3,1,2025-05-04T17:45:24.899Z,Om något håller jag med @deltagare27. Vi borde börja i rätt ände. Sen tycker jag det finns på tok för dåligt med substitut på marknaden idag som är till ett rimligt pris. Det är ett större problem för så länge det inte finns billiag och bra alternativ kommer alla vilja köpa kött,experiment3.html,2025-05-04T17:45:28.868Z,,
P_2025_05_04_4JJ4EW,2025-05-04 16:25:01.695,50,female,2025-05-04T16:25:00.650Z,2,3,1,2025-05-04T16:29:46.301Z,Det här får mig att fundera på  att även avocado och andra grönsaker borde ha punktskatt då det går åt otroligt mycket reusrer att driva upp dem,experiment1.html,2025-05-04T16:30:11.047Z,Nej,Nej
P_2025_05_04_0B0ACB,2025-05-04 16:40:06.798,29,male,2025-05-04T16:40:06.796Z,2,4,0,2025-05-04T16:46:48.316Z,Vi behöver bättre kött-substitut umph och qorn håller inte måttet. Fixar dom detta blir tröskeln lägre för folk att välja vego-produkter! ,experiment4.html,,,
P_2025_05_04_RF9ABM,2025-05-04 18:54:22.708,52,male,2025-05-04T18:54:22.691Z,3,2,0,2025-05-04T19:00:20.808Z,"För mig handlar det om att beskatta processat kött, för snabbmatskedjor tex högt och ge subventioner för ekologiskt  natur kött. ",experiment4.html,,,
P_2025_05_04_G3S6FS,2025-05-04 18:17:59.258,42,female,2025-05-04T18:17:58.219Z,2,3,0,2025-05-04T18:20:48.482Z,@deltagare25 Intressant fundering som jag kan hålla med om.,experiment3.html,2025-05-04T18:21:28.284Z,,
P_2025_05_04_188LH9,2025-05-04 18:42:02.458,53,male,2025-05-04T18:42:02.457Z,1,3,2,2025-05-04T18:44:51.779Z,Tycker inte fler skatter generellt för samhället framåt. Köttindustrin i Sverige är välskött vad jag vet och bidrar till många viktiga saker.,experiment3.html,2025-05-04T18:45:56.797Z,,Studiens upplägg är bra och entusiasmerande!
P_2025_05_04_0YLDUP,2025-05-04 18:19:21.977,53,male,2025-05-04T18:19:21.973Z,1,2,1,2025-05-04T18:21:32.322Z,Svårt med skatter som inte tar hänsyn till inkomst ,experiment4.html,2025-05-04T18:21:46.287Z,,
P_2025_05_04_C5VCWJ,2025-05-04 18:20:26.513,54,female,2025-05-04T18:20:26.494Z,0,3,0,2025-05-04T18:22:11.998Z,Jag håller med om att man bör inför en köttskatt. Det som är skadligt ska beskattas.,experiment4.html,,,
P_2025_05_04_QZFFXZ,2025-05-04 18:52:26.016,52,male,2025-05-04T18:52:24.810Z,0,4,1,2025-05-04T18:57:04.064Z,"Kött är det bästa en människa kan äta, ur både hälso ohch miljösynpunkt. Varför skulle man beskatta det? Skatt på mat är dessutom helt befängt ur ett fördelningsperspektiv eftersom det slår hårdast mot dem som har minst pengar. ",experiment3.html,2025-05-04T18:58:43.855Z,Inga problem - hälsa Annika!,Kanske en lite tydligare instruktion hade varit hjälpsam. Förstod inte att det gällde kommentarer och sociala medier utan att studien gällde kostvanor :-) 
P_2025_05_04_YWXODL,2025-05-04 13:38:30.796,31,female,2025-05-04T20:04:43.919Z,3,2,0,2025-05-04T20:08:28.098Z,"Sjukt intressant! Skrämmande kommentarer dock. Någonstans har det skapats ett extremt motstånd kring vegetarisk kost där man väljer att blunda för nackdelarna med kött och istället håna de som bryr sig om planeten, hälsan och djuren. Det är ett intressant skifte i kulturen och framförallt bland troll på nätet.. även om ovan kommentarsfält är fabricerat är det precis så det ser ut. Viktigare att håna att att framföra vettiga och underbyggda argument.",experiment4.html,2025-05-04T20:08:34.995Z,,
P_2025_05_04_3NEW1F,2025-05-04 19:58:20.149,30,female,2025-05-04T19:58:20.147Z,1,3,0,2025-05-04T20:00:01.211Z,"Intressant. Vad är anledningen till att folk vänder sig till kött trots alla påstådda nackdelar? Är det att forskningen kring nackdelarna inte är tillräckligt tydlig eller att det inte finns tillräckligt med bra substitut? Är inte lika emot det som många av personerna som kommenterat, men ändå inte helt för. Vet inte om skatt är lösningen på problemet",experiment1.html,2025-05-04T20:00:05.067Z,,
P_2025_05_04_JJKNYL,2025-05-04 19:54:01.871,49,male,2025-05-04T19:54:00.693Z,2,3,0,2025-05-04T20:00:00.284Z,"Jag tycker det är intressant att använda skatt som ett verktyg att pusha samhällets invånare till ett beteende som är till nytta för bättre klimat, hälsa etc. Och jag tror att man behöver göra det i ett större perspektiv. Att enbart göra det för enstaka faktorer som kött men samtidigt inte göra det inom exempelvis flygskatt blir märkligt. Det blir snabbt komplext men jag tror samtidigt att vi står inför svåra beslut att fatta för att vi ska komma till rätta med klimatutmaningarna. ",experiment4.html,2025-05-04T20:00:36.226Z,,
P_2025_05_04_9C0R8V,2025-05-04 20:00:42.413,28,male,2025-05-04T20:00:42.411Z,0,4,1,2025-05-04T20:04:04.184Z,"Forskningen säger ju helt olika om huruvida kött är bra för hälsan eller inte. Man måste ju ha en lösning som är minst lika bra för hälsan innan man inför skatt på det och då skulle de ”substituten” behöva vara lika näringsrika. Jag har själv ätit vegetariskt under en tid och det var svårt att få i sig samma mängd näring utan att behöva äta tillskott. Samtidigt är jag helt för minskad konsumtion, men vad händer om vi börjar skatta folk på det här och familjer med mindre pengar helt plötsligt inte har råd längre..",experiment4.html,,,
P_2025_05_04_WXQGZP,2025-05-04 20:01:40.5,53,female,2025-05-04T20:01:40.498Z,1,3,0,2025-05-04T20:05:12.752Z,"Först måste man fråga sig hur kött definieras. Det är skillnad på viltkött och nötkött, processat och ej. Men jag är hellre för mer information, hur mår djuren, hur har de fraktats hit, hur har detta påverkat miljön, hur påverkas vi",experiment3.html,2025-05-04T20:05:47.557Z,,
P_2025_05_04_5YHRUB,2025-05-04 21:09:13.412,20,nonbinary_other,2025-05-04T21:09:12.143Z,1,4,2,2025-05-04T21:17:31.407Z,"Visst, man kan utöka utbudet av kött-alternativ men så länge det är (förrutom billigare), enklare att köpa kött så kan man inte lägga skatt på det. Mat är dyrt som det är, utan extra skatt på kött. ",experiment1.html,2025-05-04T21:19:18.228Z,,"Väldigt intressant att man fick ""svara i ett kommentarsfält"" :)"
P_2025_05_05_E2QKP7,2025-05-05 03:53:28.859,49,male,2025-05-05T03:53:27.754Z,0,4,0,2025-05-05T03:56:45.128Z,"Lägg skatt/tull på kött och mejeriprodukter från djur uppfödda i utlandet, för att stötta svenskt jordbruk.",experiment4.html,2025-05-05T03:57:00.722Z,,
P_2025_05_05_EXCNXQ,2025-05-05 05:30:46.319,44,male,2025-05-05T05:30:45.092Z,1,4,1,2025-05-05T05:38:43.629Z,Det här får mig att fundera på vilka mer medel som finns för att driva ett förändrat hållningssätt till köttkonsumtion. Ex högre krav på djurhållning etc vilket dock måste ses i ljuset av hur det påverkar  konkurrens och inte bara slår ut ex svenska alternativ ,experiment1.html,2025-05-05T05:39:12.115Z,,
P_2025_05_05_SA3C2Y,2025-05-05 05:49:12.595,56,female,2025-05-05T05:49:11.298Z,2,2,2,2025-05-05T05:55:35.408Z,"Innan nya skatter läggs på bör man se över helheten /effekterna. 
Att beskatta köttproduktion - innebär det även skatt på mejeriprodukter - vad skulle det innebära för vår lantbrukssektor, öppna landskap, - vad händer om vi tar mjölkproduktion- tänder, ersättare till mjölk mm ",experiment3.html,2025-05-05T05:56:36.057Z,Nej ,Bra kommentar att lägga in - andas i 10 sek 
P_2025_05_05_RKQKI1,2025-05-05 07:21:33.528,71,male,2025-05-05T07:21:32.298Z,2,3,0,2025-05-05T07:29:04.064Z,"Jag äter gärna kött men varierar med både fågel och fisk.
Äter helst svenskt för dessa djur har det bra.
Lägg skatt på importerat kött istället ",experiment3.html,2025-05-05T07:29:17.005Z,,
